broadcast_date,channel,filename,start_sec,end_sec,title,summary,tags,segment
20260828,ch6,CH6_20260828_060000.mp4,1001.000,1010.000,天気予報予告,この後の天気予報では、激しい雨の可能性と線状降水帯の発生の恐れがあるため、外出を控える選択肢も示唆し、詳細を伝えることを予告した。,天気|予告|大雨|線状降水帯,weather
20260828,ch6,CH6_20260828_060000.mp4,1010.000,1146.000,CM,CM中,CM|広告,cm
20260828,ch6,CH6_20260828_060000.mp4,1146.000,1439.000,東海地方 詳細天気予報：線状降水帯の恐れと熱中症警戒,メーテレ玄関前からの詳細な天気予報。東海地方は昼前にかけて線状降水帯が発生する恐れがあり、警報級の大雨に注意が必要。現在の名古屋は24度で過ごしやすいが、日中の最高気温は30度で蒸し暑くなる予想。三重県には熱中症警戒アラートが発表されており、こまめな水分補給とエアコン使用を呼びかけた。各県の天気や週間予報も伝えられた。,天気|東海地方|線状降水帯|大雨|熱中症|気象レーダー|週間予報,weather
20260828,ch6,CH6_20260828_060000.mp4,1439.000,1461.000,ドデプレプレゼント,毎週豪華商品が当たる「ドデプレ」の紹介。今週はイオン商品券2万円分を5名にプレゼントする。応募詳細はDボタンで確認できる。,プレゼント|視聴者プレゼント|イオン|ドデプレ,other
20260828,ch6,CH6_20260828_060000.mp4,1461.000,1548.000,東海地方 最新大雨情報：線状降水帯発生の恐れ,最新のニュースとして、東海地方では岐阜県を中心にまとまった雨が降っており、夕方にかけて大雨の恐れがあることを再報告。未明の名古屋市中心部の情報カメラ映像も示された。気象庁は愛知・岐阜・三重・静岡の4県に線状降水帯半日前予測を発表しており、昼前にかけて大雨災害の危険度が急激に高まる恐れがあるため警戒を呼びかけている。,天気|大雨|線状降水帯|東海地方|岐阜|名古屋|気象庁,weather
20260828,ch6,CH6_20260828_060000.mp4,1548.000,1693.000,東海地方 大雨中継：岐阜・高山市の状況,東海地方の大雨について、岐阜駅前と岐阜県高山市から中継。岐阜駅前では現在雨は降っていないが、夏休み明けで小中学校が再開するため、通学時間帯に雨が重なる可能性に注意を促した。高山市では午前5時までの24時間で110.5mmの雨を観測し、宮川が増水している様子が伝えられた。観光客からは天候への心配の声も聞かれた。,天気|中継|大雨|線状降水帯|岐阜|高山|通学,live
20260828,ch6,CH6_20260828_060000.mp4,1693.000,1745.000,石川・富山県 記録的大雨で浸水被害、400人超が孤立,昨日、大雨特別警報が発表された石川県では、白石市と宝達志水町で計110棟の床上浸水が確認され、土砂崩れの影響で194世帯427人が孤立状態。県は4市町に災害救助法を適用し、被害の全容把握を進めている。,災害|大雨|浸水|孤立|石川|富山|災害救助法,news
20260828,ch6,CH6_20260828_060000.mp4,1745.000,1928.000,警戒レベル5大雨特別警報時の行動と垂直避難の備え,警戒レベル5大雨特別警報が発表された際の行動指針を解説。安全な避難が困難な状況のため、むやみな移動は避け、車での移動も危険。警戒レベル4の避難指示が出るまでに避難を完了させることの重要性を強調。また、垂直避難の際には、非常食や水、薬などを2階に分散して備蓄しておく必要性が指摘された。,防災|避難|大雨特別警報|警戒レベル|非常食|災害対策|丸田佳奈,feature
20260828,ch6,CH6_20260828_060000.mp4,1928.000,1987.000,東京・中野 高級腕時計窃盗事件、チリ国籍の男2人逮捕,東京中野区で2億円相当の高級腕時計が盗まれた事件で、警視庁はチリ国籍の男2人を逮捕。2人は中野ブロードウェイの高級時計店に侵入し盗みを働いた疑いが持たれている。事件の4日前に来日しており、容疑の一部を否認している。,事件|窃盗|中野|腕時計|チリ|国際犯罪|警視庁,news
20260828,ch6,CH6_20260828_060000.mp4,1987.000,2049.000,名古屋・マンション飛び降り事件、歩行者女性死亡で男を逮捕,名古屋市中区で、男がマンション11階から飛び降り、歩道にいた23歳の女性と衝突し死亡させた事件で、警察は重過失致死の疑いで田口伸成容疑者（22）を逮捕した。田口容疑者は意識不明の重体で入院していたが、回復し退院したことから逮捕に至った。警察は自殺を図ったとみて詳しい経緯を調べている。,事件|名古屋|重過失致死|マンション|田口伸成|自殺,news
20260828,ch6,CH6_20260828_060000.mp4,2049.000,2094.000,前衛芸術家・草間彌生さん死去、97歳,前衛芸術家の草間彌生さんが97歳で死去。14日に多臓器不全のため都内病院で亡くなった。水玉や編み目をモチーフとした独特の表現で「水玉の女王」と呼ばれ、海外でも高く評価されていた。亡くなる直前まで病室で絵画制作に励んでいたという。,訃報|芸術家|草間彌生|水玉の女王|現代アート,news
20260828,ch6,CH6_20260828_060000.mp4,2094.000,2153.000,熊本地震から1ヶ月、犠牲者38人 避難生活続く,"熊本地震発生から1ヶ月。死者は38人に上り、住宅被害は4万2000件を超え、今も2,460人が避難所での生活を送る。一部地域では断水が続き、交通機関への影響も残る。イオンモール熊本では献花台が新設され、各地で地震発生時刻に黙祷が捧げられる。",災害|地震|熊本地震|復旧|避難|黙祷|熊本,news
20260828,ch6,CH6_20260828_060000.mp4,2153.000,2213.000,岐阜・本巣市議、菓子折り配布で辞職,公職選挙法違反の罪で有罪判決を受けた岐阜県本巣市の鍔本規之市議（78）が辞職願を提出し、賛成多数で許可された。鍔本市議は有権者28人に選挙の迷惑料として菓子折りを配ったとして罰金40万円の有罪判決を受けていた。9月議会終了後に辞職する。,政治|公職選挙法違反|辞職|本巣市|岐阜|鍔本規之,news
20260828,ch6,CH6_20260828_060000.mp4,2213.000,2276.000,将棋 王位戦、藤井六冠が7連覇に王手,将棋の王位戦七番勝負第5局で、藤井聡太六冠が伊藤匠二冠に勝利し、タイトル防衛と王位7連覇まであと1勝と迫った。第5局は岐阜県高島市で行われ、93手で藤井六冠が勝利。注目の第6局は来月8日に神奈川県秦野市で開催される。,将棋|王位戦|藤井聡太|伊藤匠|タイトル戦,news
20260828,ch6,CH6_20260828_060000.mp4,2276.000,2340.000,モナキ＆純烈・酒井一圭、映画「BOSS」生アフレコに挑戦,10月公開の映画「BOSS」のイベントに人気グループ・モナキとプロデューサーの純烈・酒井一圭が登場。韓国で244万人を動員した話題作の吹き替えを担当する4人が、報道陣の前で生アフレコに挑戦した。,エンタメ|映画|BOSS|モナキ|純烈|酒井一圭|アフレコ,ent
20260828,ch6,CH6_20260828_060000.mp4,2340.000,2396.000,反町隆史、東芝洗濯乾燥機新CMで「巨大な洋服と格闘」,反町隆史が出演する東芝ライフスタイル洗濯乾燥機の新CMが初公開された。CMでは反町が巨大な洋服と格闘し洗濯。反町は「シワは気にならない」「シャツは洗いっぱなしが好き」と自身の洗濯へのこだわりを明かした。,エンタメ|CM|反町隆史|東芝|洗濯機|ライフスタイル,ent
20260828,ch6,CH6_20260828_060000.mp4,2396.000,2466.000,「チョコプラの買い物の真相が見てみたい」番組紹介,チョコレートプラネットととよた真帆が出演するお買い物バラエティ番組「チョコプラの買い物の真相が見てみたい」を紹介。三島由紀夫ゆかりの旅館を購入した女性や、昭和レトロな映画館を自宅兼映画館として営業再開させた夫婦を徹底取材する。8月29日33時から放送。,エンタメ|番組紹介|バラエティ|チョコレートプラネット|とよた真帆|旅館|映画館,ent
20260828,ch6,CH6_20260828_060000.mp4,2466.000,2749.000,東山動植物園「どうぶつ図鑑」ホッキョクグマのフブキ特集,東海3県の動物園・水族館の魅力を紹介する「どうぶつ図鑑」。東山動植物園のホッキョクグマ、フブキ（オス・5歳）が登場。体長2.8m、体重600kgの世界最大の陸上肉食動物で、好奇心旺盛なフブキの健康管理と食事の工夫が紹介された。油分補給のクイズではオリーブオイルが正解。オリーブオイルがあれば注射や体重測定の練習にも挑戦してくれるという。1日に肉や魚など約15kgを食べるフブキのために、飼育員が蓋付きの箱に餌を入れる工夫をして、さらにクイズが出題された。,動物|どうぶつ図鑑|ホッキョクグマ|フブキ|東山動植物園|食事|クイズ,feature
20260828,ch6,CH6_20260828_060000.mp4,2749.000,2821.000,CM,CM中,CM|広告,cm
20260828,ch6,CH6_20260828_060000.mp4,2821.000,2880.000,CM,CM中,CM|広告,cm
20260828,ch6,CH6_20260828_060000.mp4,2880.000,2970.000,「やればできる瞬間飯」岐阜関市ふわとろ長ナス紹介,この後7時20分から放送の「やればできる瞬間飯」では、岐阜県関市で収穫される「ふわとろ長ナス」を紹介。どちらが美味しいナスを収穫できるか対決する。 東山動植物園のホッキョクグマ、フブキの餌やりクイズの答え合わせ。蓋付きの箱に入れられた餌を、フブキは器用に前足と口を使って開け、餌をゲットした。一度覚えたことは忘れない賢さに、人間のような感覚もあると感想が述べられた。フブキの餌の時間は朝と夕方で、水中にある餌を狙うダイブも見られることがあるという。,番組紹介|グルメ|岐阜|関市|ナス|やればできる瞬間飯,feature
20260828,ch6,CH6_20260828_060000.mp4,2970.000,3463.000,東海地方 天気予報：大雨・線状降水帯と熱中症警戒,東海地方では、昼前にかけて線状降水帯が発生する恐れがあり、大雨災害への警戒が必要。各地の様子や雨雲レーダーで雨の動きを解説し、特に岐阜、愛知、三重の3県では150mmの総雨量、1時間60mmの激しい雨が予想され、車の運転は危険な状況となる。気温は低めでも湿気が高く蒸し暑いため、三重県には熱中症警戒アラートが発表されている。週間予報では来週前半に猛暑日が復活する可能性も伝えた。,天気|東海地方|大雨|線状降水帯|熱中症|気象レーダー|週間予報,weather
20260828,ch6,CH6_20260828_060000.mp4,3463.000,3503.000,ウルフィの星座占い,ウルフィによる星座占い。おひつじ座は感謝され、おうし座は特殊な環境に注意、しし座は遊び心を大切に、てんびん座はもどかしさを感じる日、やぎ座は尽くしすぎに注意、うお座は計画的な行動が吉と、各星座のラッキーカラーやラッキーアイテム、ラッキーフードが紹介された。,占い|星座占い|ラッキーカラー|ウルフィ|エンタメ,ent
20260828,ch6,CH6_20260828_060000.mp4,3503.000,3558.000,ドデスカキッズ,愛知県日進市から小学6年生のココロンさん、3年生のヒマリさん、1年生のラントさんが「ドデスカキッズ」に登場。応援する星座を決めるサイコロ投げに挑戦し、しし座を応援することに決定した。,子供|視聴者参加|日進市|ドデスカキッズ|星座占い,other
20260828,ch6,CH6_20260828_060000.mp4,3558.000,4373.000,東海・北陸地方 大雨情報と線状降水帯の危険性,東海地方では岐阜県を中心に強い雨が降り続き、名古屋や愛西、岐阜県高山などでも雷を伴う激しい雨を観測。気象庁は愛知・岐阜・三重・静岡の4県に線状降水帯の半日前予測を発表し、昼前にかけて大雨災害の危険度が急激に高まる恐れがあるため厳重な警戒が呼びかけられています。また、昨日線状降水帯が発生した北陸の石川・富山両県では緊急安全確保が発表され、道路冠水や孤立集落が発生。冠水時の運転の危険性や、避難指示までの早期避難の重要性が改めて強調されました。,大雨|線状降水帯|東海地方|北陸地方|避難|気象庁,news
20260828,ch6,CH6_20260828_060000.mp4,4373.000,4435.000,中野高級時計店窃盗事件 チリ国籍の男2人逮捕,東京・中野ブロードウェイの高級時計店から2億円相当の腕時計4本が盗まれた事件で、警視庁は20代と30代のチリ国籍の男2人を逮捕しました。2人は犯行後、大阪市内の民泊に潜伏。押収品から盗品と同モデルの高級腕時計が見つかっています。事件の4日前に日本に入国したとされ、1人は容疑を一部否認、もう1人は認めています。,窃盗事件|中野ブロードウェイ|高級時計|チリ国籍|逮捕|警視庁|国際犯罪,news
20260828,ch6,CH6_20260828_060000.mp4,4435.000,4499.000,ネパール大洪水 死者389人に 日本人5人行方不明,ネパールと中国の国境地帯で発生した豪雨による土石流で、死者の数は389人に達しました。日本人5人を含む900人以上の行方が分かっていません。現地メディアは、氷河の一部崩落により川がせき止められ、それが決壊した可能性を伝えています。首都カトマンズの病院には、家族の安否を確認しようと多くの人が訪れています。,ネパール|大洪水|土石流|災害|行方不明|日本人|国際ニュース,news
20260828,ch6,CH6_20260828_060000.mp4,4499.000,4560.000,名古屋マンション飛び降り事件 歩行者死亡で男逮捕,名古屋市内で、男がマンションから飛び降り、歩道にいた23歳の女性と衝突し死亡させた事件で、警察は飛び降りた田口伸成容疑者（29）を重過失致死の疑いで逮捕しました。田口容疑者は意識不明の重体で入院していましたが、容体が回復し退院したため逮捕に至りました。警察は容疑者が自殺を図ったとみて、詳しい経緯を調べています。,名古屋|飛び降り|重過失致死|逮捕|自殺未遂|社会,news
20260828,ch6,CH6_20260828_060000.mp4,4560.000,4764.000,米メタ社SNS依存対策で和解 子ども向け利用制限へ,FacebookやInstagramを運営する米メタ社が、子どもたちのSNS依存に対する安全対策を怠ったとして全米各州などから訴えられていた裁判で、最大約2兆8600億円を10年間で支払うことで和解しました。安全対策として、18歳未満のユーザーに対し利用時間を1日2時間までに制限し、深夜0時から午前6時までの利用を禁止すると発表。メタ社は、他のプラットフォーム（YouTubeやTikTok）も同様の措置を講じるべきだと訴えています。専門家は、子どもの人格形成への影響や犯罪巻き込みリスクを指摘し、大人の管理の重要性を強調しました。,Meta|SNS|子ども|依存対策|和解|利用制限|裁判|IT,news
20260828,ch6,CH6_20260828_060000.mp4,4764.000,4821.000,熊本地震発生から1ヶ月 避難生活と生活再建の課題,最大震度7を観測した熊本地震の発生から今日で1ヶ月を迎えました。これまでに38人が死亡（関連死含む）、住宅被害は4万2000件を超え、今も2460人が避難所での生活を余儀なくされています。一部地域では断水や交通機関への影響も続いており、生活再建に向けた取り組みが進められています。7人が亡くなったイオンモール熊本では献花台が新設され、各地で犠牲者を悼む黙祷が呼びかけられます。,熊本地震|地震|災害|避難生活|生活再建|熊本,news
20260828,ch6,CH6_20260828_060000.mp4,4821.000,4868.000,前衛芸術家 草間彌生さん死去 97歳,前衛芸術家の草間彌生さんが14日、多臓器不全のため都内の病院で亡くなりました、97歳でした。水玉や網目をモチーフとした独自の表現で「水玉の女王」と呼ばれ、海外でも高く評価されていました。反戦運動や映画、小説も手掛けるなど、幅広い創作活動に情熱を注ぎ、亡くなる直前まで病室で絵画制作に励んでいたということです。,草間彌生|芸術家|水玉|訃報|現代美術|文化,news
20260828,ch6,CH6_20260828_060000.mp4,4868.000,4961.000,キハチカフェ名古屋栄三越に復活オープン,以前名鉄百貨店で人気だったキハチカフェが、今日名古屋栄三越に復活オープンしました。百貨店の営業終了に伴い閉店していましたが、客の声に応える形で再出店。オープンを記念したスペシャルセットは栄三越限定メニューで、海老サンドや旬のフルーツを使ったスイーツが楽しめます。買い物客がほっと一息つける空間を提供したいとのことです。,キハチカフェ|名古屋栄|三越|カフェ|再オープン|グルメ|スイーツ|地域経済,feature
20260828,ch6,CH6_20260828_060000.mp4,4961.000,5335.000,旬感めし 岐阜関市の「ふわとろ長ナス」収穫体験,岐阜県関市で「旬感めし」として、見た目が長く火を通すと柔らかくとろけるような食感になる「ふわとろ長ナス」が紹介されました。収穫最盛期を迎えるこの長ナスは、触ると低反発のような柔らかさが特徴。暑い時期に水分をたっぷり吸うことで、よりふわふわに育ちます。アクが少なく生でも食べられるほどで、果物のような甘さととろける食感が魅力。生産者の多田さんの指導のもと、高岸さんと小松崎さんが収穫を体験しました。,旬感めし|長ナス|ふわとろ長|岐阜|関市|野菜|収穫体験|グルメ,feature
20260828,ch6,CH6_20260828_060000.mp4,5335.000,5455.000,CM,CM中,CM|広告,cm
20260828,ch6,CH6_20260828_060000.mp4,5455.000,5483.000,今日の熱中症情報と天気解説,中部電力提供の「気になる予報」。今日の熱中症情報は、名古屋と大垣で「危険」レベル、その他の各地も「厳重警戒」レベルです。気温は高くなくても湿度が高く蒸し暑いため、熱中症のリスクが高いとされています。通気性の良い服を選び、こまめな水分補給など意識的な対策が呼びかけられています。この後、詳しい天気解説が続きます。,天気|熱中症|中部電力|名古屋|大垣|健康|気象,weather
20260828,ch6,CH6_20260828_060000.mp4,5483.000,5664.000,旬感めし 岐阜関市の「ふわとろ長ナス」収穫対決とマリネ,「ふわとろ長ナス」の収穫対決では、大きさの割に軽いナスを選んだ高岸さんが勝利。農家の方からは「ふわとろ長ナスならではの良い個体を見つけた」と評価されました。ご褒美として、夏におすすめの「長ナスのマリネ」を試食。白ワインビネガーと蜂蜜などで味付けされた南蛮風マリネは、とろっとした食感と若干のもっちり感が特徴で、暑い夏にぴったりの味でした。次回は火を通したふわとろ長ナスの料理が紹介される予定です。ふわとろ長ナスは10月頃まで、トレッタ広場関店や可児店などで購入可能とのことです。,旬感めし|長ナス|ふわとろ長|岐阜|関市|マリネ|料理|農家,feature
20260828,ch6,CH6_20260828_060000.mp4,5664.000,6028.000,明日のお知らせ 焼肉ランチ特集,明日8月29日は「焼肉の日」ということで、番組では名古屋の超お得な焼肉ランチ特集を放送予定であることが告知されました。 金山総合駅前から現在の天気を中継し、名古屋は雨が止み青空が見えるが、空気は蒸し暑いと伝えられました。その後スタジオから気象予報士が詳細な天気解説。この後夕方にかけて雨が降ったり止んだりする見込みで、昼前にかけて愛知・岐阜・三重県で線状降水帯発生の恐れがあり、大雨災害への厳重な警戒が必要です。予想降水量は24時間で150mm、1時間60mmの非常に激しい雨の可能性も。土砂災害、低い土地の浸水、河川の増水に注意が必要です。週末は雨の予報、来週前半は猛暑日が続く見込みです。,焼肉の日|焼肉|ランチ|名古屋|特集|グルメ,feature
20260828,ch6,CH6_20260828_060000.mp4,6028.000,6068.000,ドデプレ プレゼント応募,今週のドデプレはイオン商品券2万円分を5名様にプレゼント。Dボタンまたは電話で応募できます。 ウルフィが映る映像の中で横切るものが何だったかを当てる三択クイズが出題されました。,プレゼント|イオン商品券|応募|番組企画,other
20260828,ch6,CH6_20260828_060000.mp4,6068.000,6077.000,ニュース予告 (線状降水帯),東海地方では昼前まで線状降水帯発生の恐れがあることについて、中継を交えてお伝えするニュースの予告が流れました。,ニュース予告|線状降水帯|大雨|気象,other
20260828,ch6,CH6_20260828_060000.mp4,6077.000,6228.000,CM,CM中,CM|広告,cm
20260828,ch6,CH6_20260828_060000.mp4,6228.000,6257.000,ウルフィの見えるかな？クイズ (解答),「ウルフィの見えるかな？クイズ」の正解発表。正解はピーニーで、マルタさんが正解しました。 時刻は午前7時44分。東海三県は現在雨が降っていなくても、この後も大雨に警戒が必要であると呼びかけられました。,ウルフィ|クイズ|正解発表|番組企画,other
20260828,ch6,CH6_20260828_060000.mp4,6257.000,6402.000,東海地方 大雨・線状降水帯の最新情報と中継,名古屋市中心部を捉えた情報カメラの映像を背景に、東海地方では未明に名古屋や愛西でやや強い雨が降り、岐阜県の高山などでまとまった雨が観測されたことが報じられました。気象庁は愛知・岐阜・三重・静岡の4県に線状降水帯半日前予測を出しており、昼前にかけて大雨災害の危険度が急激に高まる恐れがあります。JR岐阜駅前からの再中継では、通勤客が傘を持っていない様子が見られ、「大雨じゃなくて良かった」という声が聞かれました。夏休み明けの小中学校の再開と通学時間帯に雨が重なる可能性も指摘され、引き続き注意が呼びかけられています。,大雨|線状降水帯|東海地方|岐阜|名古屋|中継|気象情報|災害警戒,news
20260828,ch6,CH6_20260828_060000.mp4,6402.000,6419.000,交通情報予告,この後、交通情報が伝えられるとの予告が流れました。,交通情報|予告|番組案内,other
20260828,ch6,CH6_20260828_060000.mp4,6419.000,6558.000,CM,CM中,CM|広告,cm
20260828,ch6,CH6_20260828_060000.mp4,6558.000,6613.000,鉄道の遅延・運休を伴う交通情報,時刻は午前7時49分。鉄道では、JR西日本区間の大雨の影響で、JR東海道本線の米原～豊橋間で一部列車に最大20分程度の遅れが出ています。JR高山本線では北陸地区の大雨の影響で、井の谷駅より北の区間で運転見合わせのため、特急ひだが高山～富山間などで運休が発生。詳細はJR東海のホームページなどで確認を。東海道新幹線やその他地方鉄道はほぼ平常通りです。高速道路に目立った渋滞はありません。,交通情報|鉄道|遅延|運休|JR東海|JR西日本|大雨影響,news
20260828,ch6,CH6_20260828_060000.mp4,6613.000,6619.000,ドリンク代のみ! おはぎモーニング (予告),愛知県津島市でドリンク代だけで食べられる「おはぎモーニング」の紹介が予告されました。,モーニング|おはぎ|津島市|カフェ|予告|グルメ,feature
20260828,ch6,CH6_20260828_060000.mp4,6619.000,6740.000,CM,CM中,CM|広告,cm
20260828,ch6,CH6_20260828_060000.mp4,6740.000,6829.000,愛知津島市の「おはぎモーニング」特集,愛知県津島市にある喫茶軽食「てのひら」の人気メニュー「おはぎモーニング」が紹介されました。ドリンク代だけで、注文を受けてから手で形を整える黒ゴマときな粉の2種類のおはぎ、サラダ、漬物などがセットで提供されます。もっちりとした食感と甘い餡が特徴で、木のぬくもりを感じる店内でゆったりと朝の時間を過ごせます。東名阪自動車道蟹江インターチェンジから車で約13分の場所にあります。,モーニング|おはぎ|津島市|喫茶店|てのひら|グルメ|地域情報,feature
20260828,ch6,CH6_20260828_060000.mp4,6829.000,6846.000,この後のお知らせ (モーニング特集、羽鳥慎一モーニングショー),この後8時からは羽鳥慎一モーニングショーが放送されること、また番組内で日本全国の空港限定グルメをルーレットで紹介する企画が予告されました。 スタジオのゲストが、先ほどのモーニング特集予告や空港グルメ企画についてコメントしました。,番組案内|モーニングショー|空港グルメ|特集,feature
20260828,ch6,CH6_20260828_060000.mp4,6846.000,6950.000,CM,CM中,CM|広告,cm
20260828,ch6,CH6_20260828_060000.mp4,6950.000,7082.000,東海地方の最新雨情報と週間予報,東海地方では線状降水帯発生の恐れが出ており、現在の雨雲レーダーでは東海三県は隙間に入っていますが、西日本や日本海側には発達した雨雲が控えています。愛知・岐阜・三重県では今日の昼前まで線状降水帯発生の可能性があり、大雨災害の危険度が急激に高まる恐れがあるため、引き続き注意警戒が必要です。予想降水量は明日の朝6時までで多いところで150mm、1時間に60mmの非常に激しい雨も予想され、土砂災害、低い土地の浸水、河川の増水に警戒が必要です。週末も雨が多く、来週前半は35度以上の猛暑日となる予想で、暑さにも警戒が必要です。,天気予報|東海地方|線状降水帯|大雨|週間予報|熱中症|災害警戒|気象,weather
20260828,ch6,CH6_20260828_060000.mp4,7082.000,7194.160,ドデスカプラス (番組宣伝),夕方の番組「ドデスカプラス」の告知。熊本地震から1ヶ月、暑さの中で長引く避難生活と失われた日常を取り戻すための課題について放送される予定です。 夏休み特別企画「集まれドデキッズ」の最終日。愛知県日進市から参加した小学6年生の心さん、3年生のひまりさん、1年生のらんとさんが夏休みの思い出を発表しました。芝政ワールドのプールとキャンプ、金沢での食べ歩きが挙げられ、特にらんとさんが出汁巻き卵、ひまりさんが大トロの刺身、心さんがナンコツの唐揚げと刺身のツマを美味しかったと語るなど、渋い食の好みが披露されスタジオを和ませました。,番組宣伝|ドデスカプラス|熊本地震|避難生活|社会,other
